danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist_genre
0.701,0.685,1,-3.937,0,0.0401,0.244,0.000048,0.786,0.592,112.041,194464,rap
0.793,0.607,2,-11.183,1,0.05,0.00133,0.554,0.376,0.302,130.016,317778,rap
0.748,0.911,8,-4.752,1,0.0532,0.0482,0.00545,0.0784,0.273,108.046,188889,pop
0.629,0.876,0,-10.141,1,0.0444,0.0864,0.000077,0.0431,0.358,118.01,220960,rock
0.456,0.804,1,-4.241,1,0.0863,0.0302,0.724,0.281,0.382,193.075,235029,rap
0.789,0.525,0,-4.323,1,0.123,0.126,0,0.0958,0.073,137.006,234764,rap
0.377,0.408,9,-13.634,0,0.0485,0.763,0.0049,0.377,0.216,115.919,377560,latin
0.706,0.583,0,-9.919,1,0.0423,0.0254,0.00125,0.0904,0.217,104.954,230217,pop
0.844,0.723,6,-4.114,0,0.283,0.169,0,0.226,0.626,102.907,235973,rap
0.766,0.446,2,-13.079,1,0.0867,0.25,0.000704,0.318,0.743,119.774,332907,rock
0.6,0.854,2,-5.582,1,0.409,0.234,0,0.303,0.737,93.924,196596,rap
0.578,0.768,6,-4.163,1,0.0443,0.105,0,0.236,0.347,101.907,209491,latin
0.234,0.927,5,-5.869,0,0.433,0.000012,0.000039,0.114,0.278,131.003,197679,rock
0.498,0.235,1,-16.541,0,0.188,0.72,0,0.144,0.0895,118.917,179080,pop
0.786,0.964,7,-4.561,1,0.123,0.00399,0.793,0.128,0.466,125.988,156190,edm
0.809,0.526,11,-7.877,0,0.0527,0.351,0.00003,0.178,0.713,124.063,209591,rap
0.453,0.657,9,-4.852,0,0.0339,0.00588,0,0.563,0.18,128.097,206250,edm
0.552,0.647,10,-9.247,0,0.035,0.0581,0.000539,0.0949,0.381,157.945,350886,pop
0.765,0.721,0,-5.166,1,0.0917,0.0278,0,0.12,0.691,105.992,159248,latin
0.695,0.684,10,-6.538,0,0.0491,0.133,0.00736,0.12,0.513,83.744,311840,rap
0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,rock
0.761,0.683,2,-10.889,1,0.164,0.141,0,0.342,0.671,101.787,286693,rap
0.51,0.859,7,-2.479,1,0.0679,0.0639,0.000016,0.445,0.415,129.968,210577,edm
0.713,0.85,6,-4.744,1,0.0582,0.14,0.00001,0.174,0.672,121.981,143670,pop
0.581,0.548,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,218307,rock
0.409,0.412,6,-12.822,1,0.0372,0.285,0.699,0.127,0.41,88.009,180000,rap
0.431,0.482,9,-9.352,1,0.0465,0.0985,0.000405,0.238,0.201,143,204293,pop
0.679,0.825,0,-6.059,0,0.0529,0.00702,0.00207,0.0658,0.313,126.986,376063,edm
0.741,0.58,4,-9.05,1,0.0304,0.117,0.000033,0.212,0.944,127.402,171267,rock
0.695,0.646,9,-7.103,0,0.032,0.0345,0.000294,0.0967,0.229,95.007,157288,pop
0.521,0.918,6,-3.414,0,0.0867,0.203,0,0.579,0.683,185.995,161152,edm
0.652,0.862,8,-2.29,0,0.206,0.161,0,0.203,0.727,173.859,210000,rap
0.826,0.861,1,-3.392,0,0.13,0.0232,0.000428,0.12,0.31,128.007,271000,edm
0.686,0.605,9,-8.564,0,0.03,0.0352,0.000239,0.0702,0.64,120.682,188960,rock
0.413,0.975,11,-2.853,0,0.138,0.00903,0,0.108,0.491,180.01,197053,pop
0.902,0.524,8,-8.394,1,0.109,0.00177,0.000013,0.0854,0.553,92.986,219200,rap
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,pop
0.668,0.875,7,-4.87,0,0.0299,0.0626,0.00226,0.219,0.0577,115.002,192000,edm
0.775,0.904,1,-4.08,0,0.0437,0.0271,0.000303,0.06,0.84,130.009,219893,latin
0.731,0.362,2,-9.341,1,0.119,0.293,0,0.11,0.652,92.935,149692,pop
0.608,0.704,9,-8.377,0,0.182,0.00425,0.000586,0.0371,0.39,111.954,188570,rock
0.734,0.503,0,-13.693,1,0.289,0.0143,0.000081,0.124,0.599,93.872,344640,rap
0.611,0.909,9,-3.967,0,0.0493,0.0373,0.00501,0.0829,0.215,128.039,386279,edm
0.611,0.706,9,-7.712,1,0.237,0.167,0,0.315,0.897,91.434,174160,rap
0.639,0.265,6,-17.125,1,0.061,0.88,0.646,0.87,0.137,82.021,159017,rap
0.229,0.915,10,-4.939,0,0.0762,0.0103,0.471,0.104,0.305,177.989,222760,pop
0.607,0.662,4,-9.456,1,0.0278,0.0951,0.000083,0.125,0.629,107.643,225853,rock
0.691,0.85,9,-2.965,1,0.0581,0.0168,0.00459,0.0646,0.348,128.02,337500,edm
0.72,0.332,7,-14.059,1,0.144,0.19,0.307,0.113,0.651,84.035,189661,rap
0.789,0.694,6,-5.781,0,0.0729,0.0982,0,0.0962,0.549,96.035,341875,latin
0.592,0.692,0,-5.525,1,0.0298,0.148,0.000001,0.235,0.274,126.056,215990,latin
0.456,0.863,3,-3.551,1,0.0894,0.133,0.0545,0.0553,0.532,135.966,301227,rock
0.727,0.939,8,-11.855,1,0.0369,0.135,0.000044,0.151,0.916,113.33,212827,pop
0.819,0.66,4,-6.999,0,0.0887,0.00835,0.000003,0.168,0.172,105.006,96710,rap
0.652,0.544,0,-9.811,1,0.0558,0.0633,0.409,0.223,0.252,129.932,266400,pop
0.84,0.4,5,-11.807,0,0.0516,0.698,0.00143,0.116,0.381,124.009,154947,rap
0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,edm
0.847,0.811,1,-4.459,1,0.231,0.00137,0,0.154,0.676,81.997,269373,rap
0.855,0.845,6,-6.163,0,0.067,0.0179,0,0.287,0.89,104.347,257840,rap
0.6,0.799,10,-4.624,0,0.0461,0.282,0,0.0968,0.558,177.079,138462,rap
0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.921,190348,pop
0.825,0.575,11,-4.87,1,0.0633,0.025,0.00001,0.205,0.65,153.954,299960,rap
0.701,0.289,8,-8.422,1,0.156,0.609,0.826,0.109,0.779,79.986,120076,rap
0.601,0.609,2,-11.795,1,0.0428,0.0108,0.757,0.249,0.0671,101.973,349706,pop
0.794,0.723,10,-5.278,0,0.055,0.00338,0.000004,0.149,0.161,141.995,164781,rap
0.487,0.847,11,-3.644,1,0.0391,0.000858,0.000013,0.109,0.309,128.057,213281,rock
0.577,0.885,2,-3.226,1,0.0589,0.0248,0,0.388,0.555,123.013,199987,pop
0.57,0.581,11,-10.617,1,0.0462,0.0274,0.000029,0.115,0.365,119.93,268000,pop
0.757,0.824,7,-2.657,1,0.134,0.0859,0,0.165,0.495,174.065,206968,latin
0.808,0.764,7,-7.352,0,0.0531,0.00188,0.214,0.19,0.533,125.005,216543,edm
0.544,0.924,8,-3.094,0,0.0443,0.00154,0.932,0.136,0.28,160.039,175386,rap
0.734,0.836,10,-4.803,0,0.0735,0.017,0.000016,0.179,0.623,80.002,270741,latin
0.73,0.501,5,-8.001,0,0.497,0.286,0,0.486,0.429,93.82,192766,pop
0.502,0.879,8,-5.499,0,0.0505,0.00696,0.000007,0.363,0.608,134.967,287935,rock
0.595,0.913,10,-3.428,0,0.0884,0.0435,0,0.259,0.762,128.021,234453,edm
0.833,0.704,0,-6.87,1,0.0288,0.675,0.00165,0.328,0.951,92.315,211627,rock
0.839,0.554,0,-6.124,1,0.181,0.418,0,0.0923,0.727,139.952,249733,latin
0.886,0.84,2,-3.386,1,0.0502,0.0164,0.00622,0.329,0.203,123.035,179512,pop
0.569,0.743,9,-4.645,0,0.0354,0.00114,0,0.113,0.41,102.012,222600,rock
0.667,0.659,2,-4.932,1,0.0298,0.113,0,0.325,0.575,89.128,203440,pop
0.504,0.741,9,-12.006,1,0.211,0.956,0.000005,0.553,0.886,170.119,46053,rap
0.634,0.862,6,-4.764,0,0.0977,0.000072,0.00549,0.155,0.493,128.149,180000,edm
0.637,0.832,5,-5.439,0,0.177,0.0102,0.000138,0.0918,0.547,160.138,207000,pop
0.647,0.795,1,-3.548,0,0.0372,0.0635,0,0.188,0.409,127.992,192402,edm
0.278,0.759,9,-5.573,0,0.0781,0.0414,0.000596,0.164,0.219,140.358,391053,rock
0.604,0.978,3,-1.651,0,0.0443,0.0156,0.00247,0.319,0.424,150.06,197449,edm
0.7,0.872,10,-5.896,1,0.0666,0.121,0.000007,0.103,0.761,125.03,190302,pop
0.671,0.799,6,-5.346,0,0.0519,0.0235,0.00404,0.352,0.312,127.965,216573,edm
0.49,0.901,10,-3.466,1,0.0419,0.0326,0.000003,0.136,0.397,132.953,234640,rock
0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,222587,rock
0.713,0.927,6,-6.088,0,0.486,0.00376,0.00351,0.682,0.687,127.03,188987,edm
0.696,0.734,7,-5.294,1,0.0298,0.0485,0,0.183,0.711,107.987,225080,pop
0.863,0.645,3,-10.297,0,0.484,0.523,0.000023,0.186,0.763,140.009,125205,edm
0.791,0.834,6,-7.113,0,0.0608,0.00965,0.475,0.0799,0.327,127.998,153760,edm
0.851,0.583,8,-11.022,0,0.286,0.0506,0,0.236,0.956,95.048,265102,rap
0.712,0.84,1,-4.989,1,0.283,0.221,0,0.123,0.299,150.163,166000,rap
0.65,0.626,6,-8.979,0,0.157,0.0215,0,0.122,0.281,142.083,241787,rap
0.736,0.689,2,-4.804,0,0.0456,0.388,0,0.211,0.465,101.046,151470,latin
0.5,0.444,0,-5.88,1,0.0274,0.00733,0,0.0618,0.162,76.972,255313,rock
0.839,0.922,0,-3.166,1,0.0568,0.0215,0.00936,0.0548,0.328,122.986,174705,edm
0.42,0.89,2,-4.603,0,0.0434,0.000578,0.000059,0.254,0.362,140.011,249333,rock
0.823,0.411,0,-7.061,1,0.0557,0.409,0.00135,0.649,0.397,90.997,257547,pop
0.647,0.764,0,-7.802,1,0.0366,0.81,0.000784,0.333,0.804,98.666,185067,rock
0.68,0.674,9,-7.284,0,0.0606,0.122,0.0103,0.108,0.285,89.958,186667,rap
0.421,0.791,9,-4.998,1,0.0496,0.0117,0.000015,0.146,0.499,130.075,257200,pop
0.786,0.962,7,-3.785,1,0.0642,0.0038,0.00156,0.342,0.496,127.995,302147,edm
0.523,0.88,9,-9.019,1,0.0402,0.00961,0.000828,0.329,0.553,132.426,235733,rock
0.449,0.64,9,-12.194,0,0.0507,0.149,0.846,0.369,0.358,140.267,349533,rock
0.646,0.867,2,-4.468,1,0.27,0.103,0,0.163,0.892,88.241,225333,latin
0.571,0.932,6,-3.68,0,0.0576,0.00448,0.00939,0.117,0.864,150.014,220627,pop
0.43,0.37,0,-11.11,0,0.0266,0.226,0.118,0.23,0.221,65.74,185067,rock
0.633,0.349,10,-6.131,1,0.0334,0.582,0.000003,0.0949,0.139,80.704,233987,latin
0.692,0.957,9,-2.643,1,0.248,0.0268,0.000028,0.109,0.455,128.041,180107,edm
0.491,0.583,7,-10.964,1,0.0376,0.182,0,0.407,0.907,150.572,183307,rock
0.435,0.712,11,-5.566,1,0.144,0.0383,0,0.109,0.445,125.789,267147,rap
0.681,0.788,1,-4.323,1,0.0785,0.0482,0,0.0753,0.839,170.019,220117,latin
0.569,0.855,10,-4.118,0,0.285,0.0123,0,0.332,0.866,86.021,255173,rap
0.339,0.874,2,-4.346,1,0.0361,0.0021,0.00697,0.319,0.26,84.493,381240,rock
0.653,0.79,2,-7.608,1,0.0812,0.0175,0.000013,0.0738,0.51,175.941,303600,rap
0.673,0.875,11,-5.406,1,0.0449,0.00324,0.709,0.133,0.362,125.001,166265,edm
0.559,0.994,6,-2.148,1,0.128,0.000075,0.00265,0.375,0.268,115.016,278789,rap
0.694,0.739,8,-2.078,1,0.0742,0.517,0.00102,0.128,0.563,119.965,211130,pop
0.578,0.477,1,-8.119,1,0.0228,0.448,0.00031,0.124,0.511,95.892,264213,rock
0.889,0.879,6,-4.475,0,0.294,0.172,0,0.792,0.752,96.016,172360,rap
0.58,0.705,5,-9.425,1,0.0374,0.0144,0.000027,0.213,0.629,160.986,223552,rap
0.593,0.613,9,-8.661,1,0.0493,0.162,0.000006,0.116,0.559,127.811,204490,edm
0.731,0.909,7,-5.935,0,0.054,0.00768,0.852,0.0661,0.437,127.991,262500,edm
0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,129882,rap
0.819,0.734,3,-6.24,0,0.0991,0.496,0,0.0842,0.962,172.021,138837,edm
0.696,0.521,10,-8.465,0,0.332,0.302,0,0.0565,0.458,100,292987,rap
0.796,0.782,9,-4.805,1,0.21,0.146,0,0.13,0.418,99.978,207440,rap
0.754,0.86,1,-3.991,0,0.289,0.0992,0.00232,0.134,0.409,127.953,177250,edm
0.231,0.855,0,-8.246,1,0.0431,0.000094,0.561,0.988,0.101,133.913,265333,rock
0.732,0.605,0,-3.15,0,0.086,0.679,0.0029,0.114,0.143,115.942,257328,rap
0.47,0.47,2,-10.682,0,0.128,0.268,0.0109,0.0931,0.0715,76.406,210293,pop
0.437,0.94,9,-6.946,1,0.0426,0.0524,0.000573,0.222,0.48,151.417,212013,rock
0.681,0.915,1,-5.974,1,0.042,0.00334,0.0817,0.354,0.607,118.027,315585,pop
0.799,0.695,1,-6.085,0,0.258,0.0728,0,0.1,0.519,159.957,296560,rap
0.75,0.418,0,-10.011,1,0.0496,0.128,0,0.128,0.253,123.007,206829,rap
0.641,0.652,8,-8.575,0,0.264,0.42,0.000002,0.094,0.406,175.022,244771,rap
0.598,0.715,5,-5.714,0,0.276,0.214,0.000004,0.158,0.682,152.114,271497,rap
0.686,0.769,1,-8.446,0,0.0442,0.0385,0.921,0.111,0.0374,126.991,366619,edm
0.684,0.549,9,-5.695,1,0.248,0.11,0,0.125,0.277,81.441,222360,rap
0.596,0.656,4,-6.701,1,0.0283,0.028,0.569,0.11,0.198,86.489,339956,latin
0.683,0.902,1,-7.389,0,0.291,0.219,0.000761,0.226,0.724,90.447,253227,rap
0.568,0.846,10,-5.227,1,0.068,0.466,0.000406,0.0901,0.398,80.019,203631,pop
0.606,0.72,5,-6.253,0,0.0283,0.000151,0.00165,0.0745,0.179,127.986,251613,pop
0.556,0.981,2,-3.435,1,0.039,0.000032,0.555,0.928,0.0341,129.985,175957,edm
0.811,0.94,11,-6.856,0,0.0499,0.00131,0.92,0.0672,0.841,124.004,402581,edm
0.585,0.877,1,-6.339,0,0.0662,0.00006,0.159,0.497,0.1,128.015,165000,edm
0.552,0.878,1,-5.767,1,0.0353,0.0585,0.892,0.0746,0.598,176.057,283636,edm
0.646,0.792,1,-5.679,0,0.0661,0.0108,0,0.587,0.37,105.052,148986,pop
0.709,0.591,2,-9.572,1,0.036,0.0114,0.849,0.165,0.183,127.992,157031,edm
0.461,0.897,3,-3.982,0,0.092,0.00821,0,0.0965,0.358,165.107,220537,rock
0.872,0.609,0,-9.463,0,0.23,0.0174,0.311,0.294,0.776,117.981,349796,edm
0.745,0.8,11,-5.606,0,0.0361,0.0209,0.000479,0.113,0.314,122.008,204693,pop
0.833,0.64,10,-5.674,0,0.219,0.0184,0,0.102,0.465,99.284,352907,rap
0.86,0.63,7,-5.837,1,0.155,0.0532,0.000708,0.656,0.596,90.028,195667,latin
0.445,0.96,9,-5.6,1,0.049,0.0483,0.00113,0.191,0.618,137.905,183107,rock
0.735,0.5,8,-11.297,1,0.0511,0.415,0.000031,0.13,0.119,126.1,139048,edm
0.983,0.936,9,-8.541,0,0.325,0.0943,0.719,0.0902,0.878,126,426945,edm
0.266,0.806,9,-7.642,1,0.0513,0.00152,0.0359,0.193,0.737,179.944,299467,rock
0.478,0.655,3,-10.19,0,0.142,0.715,0.0188,0.11,0.0962,129.985,239077,rap
0.541,0.695,2,-7.75,1,0.0456,0.0148,0.000114,0.137,0.318,115.122,211109,pop
0.675,0.496,1,-7.306,0,0.0293,0.000123,0.000426,0.854,0.319,128.106,189880,edm
0.69,0.786,2,-2.959,1,0.0692,0.229,0,0.0797,0.583,100.049,263173,latin
0.886,0.672,1,-4.394,1,0.188,0.0363,0.000009,0.101,0.526,91.976,192024,edm
0.749,0.772,5,-5.13,1,0.0667,0.535,0.000001,0.0803,0.806,173.737,215375,latin
0.683,0.833,5,-3.902,0,0.0838,0.00152,0,0.382,0.61,102.918,310667,rap
0.764,0.697,6,-8.677,1,0.255,0.29,0.000423,0.108,0.679,90.905,285200,rap
0.588,0.889,8,-4.206,1,0.0272,0.0693,0.00286,0.0642,0.442,127.988,187500,edm
0.54,0.977,1,-3.409,1,0.0878,0.000025,0.0553,0.0533,0.211,106.911,212040,rock
0.816,0.813,8,-3.124,1,0.361,0.448,0,0.153,0.79,171.816,228092,rap
0.491,0.802,4,-7.106,1,0.0392,0.25,0,0.387,0.472,119.25,248907,rock
0.683,0.795,8,-4.761,1,0.216,0.0431,0,0.33,0.744,89.509,201133,pop
0.738,0.69,1,-5.726,1,0.106,0.0848,0,0.102,0.692,150.179,220378,rap
0.614,0.608,10,-7.356,1,0.0375,0.451,0.00005,0.134,0.478,117.056,207179,pop
0.756,0.578,9,-7.369,0,0.118,0.442,0.00552,0.18,0.771,77.064,229373,latin
0.835,0.663,0,-7.463,0,0.037,0.296,0,0.119,0.92,110.979,253787,rap
0.7,0.714,9,-6.295,0,0.104,0.122,0,0.0428,0.458,99.909,234308,edm
0.802,0.794,11,-5.054,0,0.196,0.00282,0,0.0927,0.633,152.571,221053,rap
0.574,0.787,11,-4.147,0,0.398,0.176,0,0.0918,0.302,144.474,341453,rap
0.638,0.534,2,-8.901,1,0.111,0.0398,0,0.132,0.131,179.953,97917,rap
0.628,0.747,11,-6.448,0,0.0683,0.319,0.000628,0.0979,0.138,126.01,204573,pop
0.631,0.849,9,-10.295,0,0.0352,0.0179,0.00362,0.158,0.577,128.1,243933,latin
0.652,0.812,11,-7.525,1,0.0574,0.0779,0.000049,0.101,0.692,128.972,200935,edm
0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,242187,pop
0.49,0.614,5,-10.239,0,0.0289,0.0206,0.000017,0.199,0.369,150.041,257638,edm
0.679,0.786,1,-6.918,0,0.132,0.119,0.000006,0.224,0.47,126.092,196613,pop
0.681,0.803,7,-5.451,1,0.327,0.0357,0,0.107,0.547,180.138,251240,rap
0.509,0.729,1,-4.773,1,0.0343,0.0732,0.000027,0.233,0.196,127.871,221274,edm
0.736,0.793,2,-5.305,0,0.29,0.0633,0.00079,0.0531,0.912,141.959,178427,rock
0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,214400,rock
0.563,0.904,2,-5.873,1,0.102,0.000159,0.842,0.0679,0.274,128.035,316875,edm
0.56,0.836,5,-4.022,0,0.0821,0.2,0.000001,0.314,0.38,127.643,199619,edm
0.56,0.934,11,-2.984,1,0.0378,0.00457,0.000003,0.297,0.325,134.004,201045,edm
0.906,0.44,10,-12.278,0,0.252,0.014,0.000013,0.178,0.771,93.663,184387,latin
0.817,0.896,1,-4.702,1,0.067,0.0325,0.851,0.0333,0.497,127.987,356797,latin
0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,latin
0.501,0.886,1,-4.29,1,0.0718,0.000654,0,0.426,0.77,127.558,178427,pop
0.779,0.572,6,-9.985,0,0.378,0.157,0,0.246,0.647,135.956,300160,rap
0.598,0.74,2,-7.391,1,0.0684,0.026,0,0.0895,0.342,123.945,240000,latin
0.724,0.775,6,-5.662,0,0.0729,0.00747,0.103,0.163,0.193,128.037,301875,edm
0.622,0.831,2,-5.35,1,0.0371,0.0183,0.000001,0.0709,0.443,114.015,257947,pop
0.856,0.707,6,-7.041,0,0.178,0.0917,0,0.306,0.781,137.997,305440,rap
0.701,0.663,6,-7.227,1,0.202,0.0123,0.00001,0.131,0.334,100.001,167080,pop
0.623,0.681,7,-3.49,1,0.0268,0.139,0,0.0946,0.453,121.98,215336,edm
0.727,0.599,1,-6.941,1,0.327,0.317,0,0.219,0.386,167.909,197133,rap
0.687,0.373,2,-13.988,1,0.101,0.000186,0.0117,0.325,0.495,110.504,244507,rap
0.776,0.735,7,-5.34,0,0.0502,0.139,0,0.0693,0.663,93.017,188472,latin
0.609,0.801,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,243413,edm
0.691,0.668,0,-7.352,1,0.0851,0.172,0,0.36,0.483,74.985,192969,rap
0.625,0.836,8,-2.884,0,0.224,0.0305,0,0.0867,0.675,105.023,212286,edm
0.582,0.7,6,-7.654,0,0.0337,0.000519,0.000002,0.0865,0.415,119.974,214007,rock
0.479,0.493,7,-11.694,1,0.0293,0.0263,0.000004,0.0718,0.438,144.546,325000,rock
0.813,0.564,10,-6.967,0,0.133,0.00249,0.0112,0.0347,0.767,126.985,358588,edm
0.689,0.791,0,-5.194,0,0.053,0.023,0,0.0526,0.755,95.04,210573,pop
0.678,0.588,7,-7.015,1,0.276,0.141,0.000006,0.137,0.486,186.005,230453,pop
0.456,0.802,7,-7.173,1,0.0962,0.00266,0.37,0.122,0.0616,116.497,235160,edm
0.597,0.924,11,-4.46,0,0.0464,0.0387,0,0.143,0.581,99.97,216240,pop
0.501,0.865,8,-7.583,1,0.0298,0.000244,0.11,0.224,0.727,125.997,256973,pop
0.769,0.839,7,-3.765,0,0.0606,0.411,0,0.324,0.547,90.019,205189,latin
0.699,0.861,4,-3.09,0,0.173,0.0589,0.000003,0.0794,0.315,125.942,206453,edm
0.696,0.906,11,-5.192,0,0.065,0.0198,0.000001,0.375,0.17,126.078,187010,edm
0.575,0.944,1,-6.593,0,0.0394,0.00393,0.765,0.0814,0.442,128.001,144833,edm
0.616,0.701,1,-6.852,1,0.029,0.445,0.00388,0.0844,0.299,119.94,157500,latin
0.678,0.953,5,-4.964,0,0.102,0.000372,0.91,0.37,0.066,127.981,174375,edm
0.595,0.925,7,-2.741,0,0.0841,0.00216,0.642,0.0788,0.45,126.048,140615,edm
0.747,0.458,6,-6.891,1,0.303,0.451,0,0.252,0.47,75.029,182000,pop
0.657,0.675,2,-5.536,1,0.0283,0.0888,0.000006,0.444,0.883,88.021,251000,rap
0.41,0.959,7,-4.88,1,0.0823,0.000004,0.000002,0.359,0.523,165.038,211720,pop
0.466,0.889,11,-5.301,0,0.115,0.0158,0.00131,0.253,0.773,117.581,236160,rock
0.757,0.711,1,-4.643,0,0.0349,0.36,0,0.121,0.817,139.962,206933,latin
0.508,0.761,9,-5.102,1,0.0443,0.0301,0,0.302,0.29,149.95,173000,edm
0.835,0.782,8,-4.256,0,0.102,0.228,0,0.108,0.645,128.021,230435,rap
0.683,0.898,2,-5.332,1,0.0828,0.226,0,0.054,0.96,171.956,178341,latin
0.814,0.674,9,-5.659,1,0.0379,0.696,0.117,0.101,0.903,125.002,204565,latin
0.861,0.83,8,-4.528,1,0.159,0.003,0.0467,0.0525,0.805,122.015,198720,edm
0.842,0.64,8,-8.258,0,0.245,0.332,0.00039,0.0927,0.62,140.338,283573,rap
0.661,0.943,4,-2.52,0,0.0392,0.0188,0.000231,0.272,0.71,128.16,198281,edm
0.912,0.721,1,-6.456,0,0.266,0.0689,0.00148,0.12,0.444,96.139,319400,rap
0.583,0.855,11,-7.972,0,0.0404,0.00417,0.144,0.237,0.664,122.425,254707,rock
0.794,0.632,10,-9.358,0,0.121,0.0189,0.000011,0.0997,0.85,133.139,214547,edm
0.387,0.693,10,-7.865,0,0.0589,0.182,0,0.171,0.287,149.187,201612,pop
0.358,0.981,2,-4.572,1,0.116,0.000041,0.000674,0.184,0.262,165.027,303107,rock
0.7,0.821,8,-4.338,1,0.0444,0.115,0,0.0796,0.608,94.952,247520,rap
0.523,0.861,0,-3.447,1,0.0644,0.0336,0,0.144,0.346,127.049,229149,edm
0.677,0.497,5,-5.763,1,0.0809,0.152,0,0.0911,0.419,99.137,236853,latin
0.805,0.79,7,-13.135,1,0.085,0.000596,0.898,0.114,0.26,123.995,442136,edm
0.731,0.424,7,-6.664,0,0.259,0.36,0.000834,0.19,0.604,84.995,147110,latin
0.627,0.608,0,-12.914,1,0.0364,0.00677,0,0.233,0.955,149.029,203102,pop
0.548,0.72,1,-9.777,0,0.0409,0.0686,0.000232,0.107,0.458,140.966,229093,rock
0.718,0.717,3,-7.292,0,0.236,0.132,0.000014,0.132,0.744,156.079,163940,rap
0.751,0.775,11,-3.869,0,0.0777,0.174,0.000042,0.143,0.373,115.99,178865,pop
0.627,0.893,11,-10.827,0,0.0592,0.0022,0.00947,0.154,0.908,125.211,262200,latin
0.735,0.5,8,-11.297,1,0.0511,0.415,0.000031,0.13,0.119,126.1,139048,pop
0.762,0.87,6,-3.287,0,0.128,0.0788,0,0.137,0.753,132.049,230635,edm
0.473,0.787,2,-9.898,1,0.0317,0.0131,0.000876,0.0913,0.603,99.893,192733,rock
0.683,0.716,9,-6.61,1,0.0305,0.00157,0,0.319,0.821,112.024,243910,rock
0.748,0.921,5,-4.387,1,0.0408,0.00597,0.0916,0.133,0.866,125.975,262857,edm
0.807,0.668,10,-8.435,0,0.0457,0.0065,0.914,0.121,0.326,120.012,335336,latin
0.421,0.157,0,-10.413,1,0.0362,0.448,0,0.149,0.217,92.153,156957,pop
0.551,0.862,10,-3.079,1,0.0456,0.0103,0.502,0.101,0.185,127.95,358604,edm
0.735,0.661,0,-4.525,1,0.351,0.564,0.000015,0.108,0.526,179.747,221484,rap
0.428,0.963,3,-3.297,1,0.123,0.0503,0.672,0.143,0.498,144.744,203137,rock
0.71,0.596,1,-8.769,0,0.188,0.0341,0.00005,0.153,0.26,77.523,224758,edm
0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,pop
0.88,0.468,8,-4.855,1,0.121,0.52,0.00334,0.108,0.72,96.004,185111,latin
0.732,0.504,4,-5.288,0,0.0603,0.265,0,0.111,0.267,138.078,172787,latin
0.491,0.155,9,-24.813,0,0.0756,0.922,0.724,0.313,0.602,49.597,87420,rap
0.878,0.436,3,-11.184,1,0.558,0.306,0,0.112,0.861,148.94,165267,pop
0.447,0.765,6,-5.001,1,0.0433,0.0146,0,0.075,0.365,169.853,205573,rock
0.913,0.714,2,-3.136,1,0.129,0.00472,0.000031,0.361,0.869,129.013,137214,rap
0.838,0.545,5,-6.713,1,0.0706,0.208,0.00008,0.103,0.631,114.998,220590,latin
0.682,0.592,7,-7.033,1,0.281,0.169,0.000005,0.136,0.5,186.041,230467,edm
0.638,0.937,0,-1.942,1,0.0461,0.194,0.832,0.119,0.153,127.994,296361,edm
0.639,0.865,1,-5.01,1,0.0357,0.00462,0.000001,0.208,0.611,124.01,213000,edm
0.39,0.642,8,-5.266,1,0.0326,0.00502,0.565,0.296,0.132,92.397,293293,rock
0.779,0.66,0,-4.738,0,0.275,0.206,0,0.174,0.828,159.928,153024,latin
0.705,0.853,1,-4.555,1,0.0396,0.0915,0,0.0846,0.676,120.006,233120,latin
0.666,0.728,7,-5.808,1,0.0419,0.00175,0.000004,0.0429,0.51,122.996,204878,pop
0.699,0.538,2,-7.974,1,0.0365,0.00682,0.00376,0.199,0.466,135.058,207133,rock
0.781,0.456,0,-10.837,1,0.0431,0.82,0.786,0.0784,0.229,119.988,133267,pop
0.815,0.42,6,-9.05,0,0.42,0.159,0.00137,0.0641,0.595,83.781,247176,rap
0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.8,92.016,266087,rap
0.625,0.938,6,-3.983,1,0.0517,0.00432,0.00026,0.0923,0.371,127.997,166875,pop
0.861,0.56,1,-9.974,1,0.299,0.148,0.000027,0.439,0.634,88.299,260200,rap
0.751,0.708,0,-5.645,1,0.0545,0.0481,0.000018,0.107,0.509,108.97,369573,rap
