,playlist_genre,z_i_danceability,z_i_energy,z_i_key,z_i_loudness,z_i_mode,z_i_speechiness,z_i_acousticness,z_i_instrumentalness,z_i_liveness,z_i_valence,z_i_tempo,z_i_duration_ms,z_i_playlist_genre
8505,rock,0.716175,0.6359363,0.8181818,0.8469501,1.0,0.0287343,0.0346076,0.0,0.3514056,0.8980827,0.5078047,0.369695,0.1666667
8506,rock,0.4649034,0.9089841,0.0,0.7752446,1.0,0.036146,0.0016097,0.0002777,0.1355422,0.7618567,0.5266604,0.2971273,0.1666667
8507,edm,0.6347915,0.862976,0.4545455,0.8060474,0.0,0.0721779,0.0060362,0.7857143,0.3795181,0.1897074,0.6581915,0.2839668,0.8333333
8508,latin,0.6042726,0.9109844,0.0,0.9133961,1.0,0.0386545,0.02666,0.0,0.1626506,0.5580222,0.6811289,0.5402775,0.6666667
8509,latin,0.8555443,0.8139674,0.7272727,0.7729816,1.0,0.0444698,0.139839,0.0002374,0.039759,0.9364279,0.5855338,0.3109866,0.6666667
8510,rock,0.6286877,0.9699947,0.4545455,0.9328835,0.0,0.0992018,0.0062173,0.0004115,0.0549197,0.6902119,0.4542025,0.3087523,0.1666667
8511,latin,0.809766,0.8019653,0.0909091,0.8567148,1.0,0.0537058,0.1026157,0.0,0.053012,0.8032291,0.4132312,0.3948288,0.6666667
8512,rap,0.7009156,0.4098967,0.0909091,0.7329799,1.0,0.050171,0.1720322,0.610664,0.2620482,0.1533804,0.63574,0.2589751,0.3333333
8513,latin,0.2990844,0.5049134,0.2727273,0.8034281,1.0,0.0478905,0.1207243,0.0,0.0980924,0.3602422,0.3874289,0.4007182,0.6666667
8514,latin,0.7761953,0.6159328,0.3636364,0.7197159,0.0,0.0629418,0.0136821,0.0004135,0.1164659,0.4752775,0.426852,0.3598976,0.6666667
8515,edm,0.7497457,0.7469557,0.9090909,0.8723257,1.0,0.0368301,0.2706237,0.0,0.2198795,0.4510595,0.4810081,0.3667757,0.8333333
8516,rock,0.3255341,0.9079839,1.0,0.813088,0.0,0.0979475,0.0161972,4e-06,0.1064257,0.629667,0.8071346,0.4723925,0.1666667
8517,edm,0.8341811,0.7289526,0.5454545,0.7950464,0.0,0.0623717,0.0031489,0.8812877,0.0786145,0.0809284,0.5493616,0.6755026,0.8333333
8518,pop,0.7049847,0.6739429,0.4545455,0.8800578,1.0,0.0824401,0.1861167,0.0,0.0641566,0.3814329,0.4357372,0.3055565,0.5
8519,pop,0.6185148,0.8599755,0.4545455,0.8617229,0.0,0.0631699,0.0996982,0.0,0.2630522,0.4409687,0.5769528,0.4455869,0.5
8520,edm,0.8209563,0.7499562,0.7272727,0.7335457,1.0,0.0716078,0.0408451,0.9245473,0.0695783,0.0358224,0.553911,0.8259104,0.8333333
8521,pop,0.5696846,0.3418848,0.8181818,0.7413197,1.0,0.0371722,0.8692153,0.0016499,0.0967871,0.2956609,0.6976327,0.6000019,0.5
8522,rock,0.6978637,0.6319356,0.8181818,0.7337133,1.0,0.0402509,0.0400402,2e-06,0.0688755,0.8879919,0.5401313,0.3661529,0.1666667
8523,edm,0.6012208,0.9219863,0.1818182,0.8412506,0.0,0.1413911,0.0123742,0.4476861,0.3694779,0.1002018,0.5997267,0.2823923,0.8333333
8524,rap,0.8240081,0.6899457,0.9090909,0.808981,0.0,0.3078677,0.0375252,0.0,0.1064257,0.6236125,0.6354993,0.2654074,0.3333333
8525,edm,0.6978637,0.7779611,1.0,0.7524045,0.0,0.0973774,0.0059155,0.0476861,0.4618474,0.2774975,0.5812024,0.5477102,0.8333333
8526,rock,0.4883011,0.7719601,0.5454545,0.8420887,1.0,0.0432155,0.0242455,0.0124748,0.1034137,0.3834511,0.6010206,0.6464393,0.1666667
8527,rock,0.716175,0.5279174,0.4545455,0.6928735,1.0,0.040821,0.221328,0.3521127,0.1405622,0.7366297,0.5333527,0.4559409,0.1666667
8528,rock,0.5300102,0.9689946,0.9090909,0.9097291,0.0,0.1778791,0.0001097,0.0001288,0.3162651,0.5227043,0.454207,0.4152313,0.1666667
8529,rock,0.5483215,0.6929463,0.6363636,0.8901578,1.0,0.0302166,0.5201207,5e-06,0.1124498,0.4762866,0.3857127,0.7008563,0.1666667
8530,edm,0.6358087,0.7309529,0.4545455,0.8777738,1.0,0.0619156,0.2706237,3e-06,0.2038153,0.6367306,0.4353286,0.3669664,0.8333333
8531,latin,0.7456765,0.7619583,1.0,0.8904092,0.0,0.0758267,0.2696177,0.0,0.0685743,0.9697275,0.7620589,0.3578502,0.6666667
8532,edm,0.6063072,0.8149676,0.6363636,0.8037843,1.0,0.0378563,0.0042656,0.9004024,0.0983936,0.0480323,0.5447896,0.6461532,0.8333333
8533,rap,0.8179044,0.5089141,0.7272727,0.7462859,0.0,0.1505131,0.2092555,0.0001107,0.315261,0.4762866,0.5451664,0.4145618,0.3333333
8534,pop,0.6948118,0.7079489,0.4545455,0.8424449,0.0,0.0347777,0.0400402,0.1559356,0.688755,0.358224,0.4222027,0.454851,0.5
8535,rap,0.9715158,0.4669067,0.8181818,0.842885,0.0,0.1356899,0.0225352,0.0,0.1084337,0.9152371,0.5266331,0.6645336,0.3333333
8536,pop,0.5666328,0.8759783,0.1818182,0.9101272,0.0,0.0419612,0.009336,0.0041851,0.2991968,0.3713421,0.63569,0.2658006,0.5
8537,edm,0.7629705,0.9179856,0.0,0.9105672,1.0,0.1356899,0.0007183,0.0061268,0.3042169,0.3975782,0.5721401,0.2832253,0.8333333
8538,edm,0.706002,0.9119846,0.8181818,0.9083251,0.0,0.1972634,0.0226358,0.0034306,0.2680723,0.3128153,0.5720357,0.3620015,0.8333333
8539,edm,0.6551373,0.9559923,0.0,0.9092681,0.0,0.1801596,0.0390342,0.0002545,0.3323293,0.542886,0.5538883,0.3549814,0.8333333
8540,edm,0.3499491,0.9189858,0.5454545,0.9028142,0.0,0.0693273,0.1036217,0.0068109,0.1174699,0.2674067,0.6709723,0.3767249,0.8333333
8541,rap,0.8992879,0.3338834,0.0909091,0.5763468,0.0,0.2599772,0.0478873,0.0591549,0.1074297,0.5761857,0.4463751,0.5007045,0.3333333
8542,edm,0.9796541,0.7419548,0.3636364,0.8350481,0.0,0.1030787,0.0362173,0.000995,0.3042169,0.7003027,0.5207172,0.4158483,0.8333333
8543,rock,0.4384537,0.9379891,0.2727273,0.8788425,0.0,0.0618016,0.0080986,0.0,0.1385542,0.5277497,0.7149175,0.5838734,0.1666667
8544,edm,0.6063072,0.6019303,0.8181818,0.8666262,1.0,0.0671608,0.0002414,0.4014085,0.0839357,0.1099899,0.5812115,0.5651505,0.8333333
8545,latin,0.8504578,0.3498862,0.4545455,0.7792888,1.0,0.0656784,0.72334,2e-06,0.1084337,0.7568113,0.6713129,0.4102256,0.6666667
8546,pop,0.8657172,0.5509214,0.3636364,0.8648031,1.0,0.0451539,0.1519115,0.0,0.0830321,0.814329,0.5989594,0.4193515,0.5
8547,latin,0.5890132,0.5489211,0.4545455,0.8001593,0.0,0.1036488,0.1046278,0.0203219,0.0967871,0.1564077,0.54365,0.4556548,0.6666667
8548,edm,0.844354,0.9139849,0.3636364,0.8847725,1.0,0.1185861,0.0183099,4e-06,0.0909639,0.7991927,0.5721719,0.5417508,0.8333333
8549,pop,0.65412,0.4919111,0.6363636,0.809442,1.0,0.036488,0.3078471,0.0001318,0.1024096,0.4651867,0.6265142,0.3545026,0.5
8550,pop,0.602238,0.9309879,0.4545455,0.822706,0.0,0.0423033,0.0055433,0.0302817,0.2058233,0.617558,0.5903601,0.480592,0.5
8551,pop,0.6531027,0.4529043,0.8181818,0.7986715,1.0,0.0531357,0.3309859,0.0,0.0723896,0.5005045,0.3725097,0.4924291,0.5
8552,edm,0.7497457,0.7469557,0.1818182,0.8259959,1.0,0.0511973,0.0042757,0.0005091,0.434739,0.7689203,0.5540381,0.4057122,0.8333333
8553,edm,0.819939,0.9039832,0.0,0.8802045,1.0,0.0629418,0.0029678,0.4466801,0.049498,0.5438951,0.562996,0.907676,0.8333333
8554,latin,0.6978637,0.8199685,0.6363636,0.8237537,1.0,0.0431015,0.0020322,0.0516097,0.2399598,0.7265388,0.4177215,0.3325782,0.6666667
8555,latin,0.8646999,0.6519391,0.0,0.8801836,1.0,0.1311288,0.2323944,0.0,0.1736948,0.5005045,0.6717805,0.4228275,0.6666667
8556,rock,0.5147508,0.9389893,0.1818182,0.9190537,1.0,0.1379704,0.0108652,0.0,0.3082329,0.6932392,0.658523,0.3887565,0.1666667
8557,rap,0.8992879,0.4008952,0.8181818,0.760891,1.0,0.0820981,0.2525151,1.41e-05,0.498996,0.4833502,0.553911,0.1860707,0.3333333
8558,pop,0.5269583,0.8609757,1.0,0.8894244,1.0,0.0767389,0.0278672,1e-06,0.25,0.4611504,0.6446525,0.3550982,0.5
8559,pop,0.5554425,0.4208987,0.0,0.6955556,1.0,0.0329532,0.5442656,0.2344064,0.2168675,0.0798184,0.6352088,0.4889395,0.5
8560,pop,0.8046796,0.6739429,0.1818182,0.8889424,1.0,0.0588369,0.1690141,0.0,0.0804217,0.9717457,0.6037857,0.3670871,0.5
8561,pop,0.7873856,0.6259345,0.2727273,0.8804141,0.0,0.0492588,0.0974849,3.12e-05,0.0851406,0.7840565,0.4542115,0.4037971,0.5
8562,rap,0.9521872,0.5229165,0.4545455,0.8326803,1.0,0.068073,0.2404427,0.0,0.1174699,0.7053481,0.5443265,0.2336584,0.3333333
8563,pop,0.8351984,0.4479034,0.8181818,0.8825514,1.0,0.0533637,0.2977867,3e-06,0.0685743,0.4540868,0.4767539,0.3237851,0.5
8564,pop,0.7121058,0.8719776,0.9090909,0.849737,1.0,0.0759407,0.1217304,7e-06,0.1034137,0.7679112,0.5676679,0.3625893,0.5
8565,rock,0.6622584,0.6649414,0.8181818,0.8175932,0.0,0.0306727,0.222334,8e-06,0.0404618,0.6528759,0.4449267,0.4412526,0.1666667
8566,latin,0.5279756,0.88598,0.4545455,0.9278754,1.0,0.2782212,0.0905433,0.0,0.1606426,0.4238143,0.4305477,0.3421343,0.6666667
8567,pop,0.6917599,0.5589228,0.0,0.857092,1.0,0.1470924,0.1730382,0.0,0.3192771,0.1382442,0.9171585,0.3707985,0.5
8568,edm,0.819939,0.559923,0.6363636,0.7772353,1.0,0.0553022,0.2977867,0.0,0.1014056,0.7265388,0.6086528,0.3347015,0.8333333
8569,rock,0.5534079,0.4589053,0.6363636,0.7892211,1.0,0.0288483,0.1277666,0.0,0.1194779,0.7578204,0.4373445,0.4317802,0.1666667
8570,pop,0.4059003,0.4819093,0.8181818,0.8110974,0.0,0.3169897,0.4255533,0.0,0.1927711,0.0686176,0.3609638,0.4186684,0.5
8571,latin,0.4282808,0.4068962,0.9090909,0.8172789,1.0,0.0304447,0.3108652,0.0009668,0.1104418,0.1624622,0.6312224,0.5471283,0.6666667
8572,rap,0.8982706,0.4779086,0.7272727,0.7573288,1.0,0.2690992,0.4034205,0.0,0.0696787,0.7749748,0.5495296,0.2537514,0.3333333
8573,latin,0.8016277,0.8699772,0.8181818,0.863965,1.0,0.2018244,0.1237425,1.41e-05,0.0694779,0.8920283,0.4993099,0.3478698,0.6666667
8574,edm,0.7700916,0.7189508,0.4545455,0.8050416,1.0,0.0736602,0.0254527,0.0113682,0.253012,0.1564077,0.5811843,0.2695841,0.8333333
8575,pop,0.844354,0.5459205,1.0,0.8160007,1.0,0.0627138,0.2334004,0.0,0.6787149,0.6155399,0.5492572,0.4428485,0.5
8576,pop,0.7202442,0.5809267,0.5454545,0.7737778,1.0,0.063512,0.3249497,0.0207243,0.0964859,0.3319879,0.4539664,0.3862654,0.5
8577,rap,0.8016277,0.7709599,0.3636364,0.906104,0.0,0.0641961,0.2927565,5.63e-05,0.1726908,0.7073663,0.4496577,0.3967478,0.3333333
8578,latin,0.7263479,0.7669592,0.7272727,0.8469711,1.0,0.1107184,0.0900402,0.0,0.0575301,0.6458123,0.4858072,0.3545669,0.6666667
8579,latin,0.214649,0.4248994,0.6363636,0.0,0.0,0.0618016,0.8853119,0.6167002,0.184739,0.0123108,0.530683,0.3448823,0.6666667
8580,rock,0.3540183,0.9719951,0.9090909,0.9074031,0.0,0.1084379,0.0003662,0.0,0.1194779,0.6579213,0.8908568,0.4626613,0.1666667
8581,edm,0.6480163,0.9399895,0.1818182,0.8581606,1.0,0.0572406,0.1267606,0.8702213,0.187751,0.0904137,0.4860614,0.4893385,0.8333333
8582,edm,0.7568667,0.9559923,0.6363636,0.8727658,1.0,0.059293,0.0016197,0.8551308,0.3403614,0.5469223,0.5811343,0.5506063,0.8333333
8583,latin,0.6266531,0.9889981,0.8181818,0.937703,0.0,0.0550741,0.167002,0.0,0.1726908,0.9101917,0.4314876,0.3876141,0.6666667
8584,edm,0.8351984,0.8779786,0.0909091,0.8727238,1.0,0.0553022,0.0009195,0.9195171,0.0475904,0.7880928,0.5629915,0.3192308,0.8333333
8585,latin,0.6276704,0.7039482,0.5454545,0.8460281,0.0,0.0428734,0.249497,5e-06,0.2620482,0.8012109,0.7716888,0.4809034,0.6666667
8586,latin,0.7283825,0.6559398,0.8181818,0.8084362,1.0,0.1006842,0.1358149,0.0,0.2128514,0.4278507,0.4589743,0.348516,0.6666667
8587,rap,0.9003052,0.5799265,0.9090909,0.7587117,0.0,0.2565564,0.72334,8.75e-05,0.1204819,0.9485368,0.4266976,0.3183025,0.3333333
8588,edm,0.7487284,0.5509214,0.7272727,0.8292019,1.0,0.0457241,0.0298793,0.0,0.1907631,0.6659939,0.4902929,0.3177439,0.8333333
8589,rap,0.7192269,0.5639237,0.8181818,0.7607862,1.0,0.0763968,0.0464789,0.443662,0.1375502,0.2401615,0.363411,0.365894,0.3333333
8590,pop,0.5269583,0.8369715,0.3636364,0.88779,0.0,0.0426454,0.0025151,5.03e-05,0.3473896,0.308779,0.8806458,0.4592359,0.5
8591,rock,0.6490336,0.8669767,0.1818182,0.8377302,1.0,0.0377423,0.1448692,0.0007374,0.0849398,0.8123108,0.5252711,0.4658784,0.1666667
8592,rap,0.5930824,0.7899632,0.7272727,0.8573225,1.0,0.1132269,0.0216298,0.0,0.4789157,0.1463169,0.3993153,0.4291859,0.3333333
8593,rock,0.595117,0.8419723,0.8181818,0.8500094,0.0,0.0633979,0.0024346,0.0069014,0.0869478,0.431887,0.536708,0.4535529,0.1666667
8594,pop,0.7527976,0.7269522,0.1818182,0.8422564,1.0,0.3169897,0.1871227,0.0,0.6295181,0.7991927,0.4604181,0.3552734,0.5
8595,edm,0.8667345,0.5849274,0.4545455,0.7897031,1.0,0.0603193,0.0647887,0.0065996,0.1104418,0.4944501,0.4767766,0.5076546,0.8333333
8596,pop,0.7070193,0.8139674,1.0,0.8459024,0.0,0.0400228,0.0014588,1e-06,0.2971888,0.6337033,0.4403592,0.3721745,0.5
8597,edm,0.65412,0.5849274,0.9090909,0.8741697,0.0,0.1653364,0.2062374,2e-06,0.0879518,0.4419778,0.4848719,0.2867188,0.8333333
8598,rock,0.6215666,0.845973,1.0,0.8496532,1.0,0.0497149,0.0051207,0.0,0.0787149,0.7578204,0.4717869,0.3092972,0.1666667
8599,rap,0.6286877,0.2108619,0.8181818,0.629424,1.0,0.2371722,0.8812877,0.8541247,0.0890562,0.1432896,0.3812996,0.1590354,0.3333333
8600,rock,0.6856562,0.685945,0.1818182,0.7233619,1.0,0.068073,0.2917505,0.0032394,0.189759,0.8213925,0.5639177,0.3564995,0.1666667
8601,edm,0.249237,0.7049484,0.0909091,0.8280284,1.0,0.0716078,0.0253521,0.001328,0.0431727,0.0706357,0.5807711,0.4656935,0.8333333
8602,rock,0.6063072,0.4479034,0.4545455,0.7717872,1.0,0.0451539,0.3672032,5e-06,0.2068273,0.8032291,0.3781714,0.5070045,0.1666667
8603,latin,0.7141404,0.8639762,0.0909091,0.8581187,1.0,0.0932725,0.1086519,0.0,0.187751,0.7951564,0.4312969,0.4108873,0.6666667
8604,edm,0.6897253,0.9149851,0.1818182,0.8823418,1.0,0.0352338,0.0012072,0.2937626,0.0826305,0.1200807,0.5673592,0.3510403,0.8333333
8605,edm,0.7365209,0.9759958,0.0909091,0.9045743,1.0,0.0686431,0.1167002,1.31e-05,0.3534137,0.6316852,0.4994552,0.3397462,0.8333333
8606,latin,0.7517803,0.862976,0.8181818,0.8964441,1.0,0.1584949,0.065996,0.0,0.2550201,0.7800202,0.789759,0.5357622,0.6666667
8607,rap,0.6927772,0.8639762,0.1818182,0.8499885,1.0,0.3386545,0.0227364,0.0,0.626506,0.5438951,0.3497267,0.4734571,0.3333333
8608,rap,0.8046796,0.5869277,0.2727273,0.8669405,0.0,0.0470924,0.4094567,0.0,0.1485944,0.5408678,0.4361232,0.3414667,0.3333333
8609,edm,0.7375381,0.9959993,0.0,0.9970664,1.0,0.1,0.1529175,0.0968813,0.2961847,0.358224,0.5677769,0.4107647,0.8333333
8610,edm,0.577823,0.9139849,0.4545455,0.8966955,0.0,0.0603193,0.0029879,0.0001026,0.2238956,0.4833502,0.5815066,0.3631751,0.8333333
8611,rap,0.5412004,0.9489911,0.0,0.8914989,1.0,0.0620296,0.0017304,0.9336016,0.3092369,0.6094854,0.6810199,0.4530858,0.3333333
8612,edm,0.8880977,0.8669767,0.1818182,0.860298,1.0,0.1641961,0.0260563,0.0625755,0.4628514,0.6468214,0.5723172,0.341383,0.8333333
8613,pop,0.6734486,0.696947,0.4545455,0.8798064,1.0,0.0811859,0.0726358,0.0,0.2921687,0.5539859,0.5414253,0.3127304,0.5
8614,pop,0.871821,0.7569575,0.5454545,0.8739811,1.0,0.0573546,0.1599598,0.0076962,0.0980924,0.3773966,0.4857391,0.3283509,0.5
8615,rock,0.3214649,0.2158628,0.1818182,0.7066614,0.0,0.045268,0.0792757,0.3722334,0.0773092,0.0587286,0.649388,0.8726475,0.1666667
8616,rap,0.4526958,0.4549046,0.0909091,0.7862247,0.0,0.0643101,0.1720322,0.0,0.1174699,0.2452069,0.4993734,0.351521,0.3333333
8617,rap,0.6805697,0.7229515,0.7272727,0.8661442,1.0,0.0618016,0.2665996,0.0,0.0791165,0.2452069,0.590292,0.2873494,0.3333333
8618,latin,0.7538149,0.6129323,0.0909091,0.7774239,1.0,0.0403649,0.3179074,0.0317907,0.0896586,0.2734612,0.5222699,0.325235,0.6666667
8619,rap,0.7721261,0.7049484,0.0909091,0.8641116,1.0,0.2542759,0.0081087,0.0,0.8925703,0.1513623,0.6358535,0.42556,0.3333333
8620,pop,0.7324517,0.7909634,0.0909091,0.8750288,1.0,0.1413911,0.0386318,0.0,0.1576305,0.7628658,0.4634283,0.3336389,0.5
8621,rap,0.8494405,0.7569575,0.7272727,0.8679044,0.0,0.2622577,0.0065091,0.0,0.2911647,0.6316852,0.3724733,0.5262393,0.3333333
8622,rap,0.7121058,0.8549746,0.5454545,0.8391132,0.0,0.1984036,0.2313883,0.0,0.2168675,0.5953582,0.7265632,0.3686188,0.3333333
8623,edm,0.7049847,0.8219688,0.3636364,0.8592712,0.0,0.050057,0.0061972,2e-06,0.3162651,0.7699294,0.5722309,0.4277846,0.8333333
8624,latin,0.6510682,0.696947,0.5454545,0.7682459,0.0,0.4013683,0.0784708,0.0,0.2981928,0.7295661,0.8063945,0.6148323,0.6666667
8625,rap,0.8524924,0.6089316,0.0,0.8383379,0.0,0.2109464,0.1881288,0.0,0.0841365,0.5872856,0.3633611,0.3433429,0.3333333
8626,pop,0.4638861,0.9639937,0.9090909,0.8942858,1.0,0.0664766,0.0022233,0.0,0.2419679,0.6942482,0.6810699,0.4349215,0.5
8627,edm,0.5025432,0.7219513,1.0,0.8165664,0.0,0.0386545,0.0032093,0.0468813,0.0948795,0.3673058,0.5902829,0.4695899,0.8333333
8628,edm,0.6876907,0.7709599,0.7272727,0.8962764,1.0,0.0550741,0.0238431,7e-06,0.1024096,0.5741675,0.4497031,0.3953465,0.8333333
8629,edm,0.7416073,0.9809967,0.4545455,0.9401756,0.0,0.0506271,0.0143863,0.5855131,0.0783133,0.209889,0.5810844,0.4082248,0.8333333
8630,pop,0.65412,0.8739779,0.0,0.8705446,0.0,0.0459521,0.2374245,1.31e-05,0.1144578,0.7961655,0.6447932,0.4674062,0.5
8631,rock,0.5727365,0.845973,0.8181818,0.7090711,1.0,0.0345496,0.1800805,0.0,0.051004,0.9828456,0.5332256,0.4968121,0.1666667
8632,latin,0.7884028,0.8669767,0.4545455,0.9401337,0.0,0.0472064,0.0132797,0.0068813,0.2791165,0.876892,0.4360369,0.5094237,0.6666667
8633,edm,0.5869786,0.5459205,1.0,0.7497852,0.0,0.1664766,0.4366197,0.0,0.1074297,0.3784057,0.4317191,0.2886067,0.8333333
8634,latin,0.8311292,0.6719426,1.0,0.855688,0.0,0.340935,0.443662,0.0,0.1305221,0.7810293,0.4267793,0.6388354,0.6666667
8635,rock,0.7741607,0.7219513,0.1818182,0.7907298,1.0,0.0488027,0.0927565,0.0003682,0.1325301,0.974773,0.5573797,0.3710846,0.1666667
8636,pop,0.5534079,0.5519216,0.8181818,0.8171741,1.0,0.1129989,0.6740443,4.63e-05,0.4166667,0.5590313,0.7252511,0.3513283,0.5
8637,rap,0.6093591,0.8149676,0.7272727,0.8132347,0.0,0.3842645,0.1257545,0.0,0.0880522,0.6286579,0.3288824,0.5987427,0.3333333
8638,rap,0.8667345,0.7209512,0.0909091,0.8568824,1.0,0.5017104,0.1056338,0.0,0.5983936,0.9071645,0.4195422,0.5043362,0.3333333
8639,rock,0.629705,0.6699422,1.0,0.7570563,0.0,0.0402509,0.00166,0.0109658,0.3323293,0.7840565,0.586905,0.4046885,0.1666667
8640,edm,0.7253306,0.8449729,0.1818182,0.8641116,0.0,0.0582668,0.0442656,0.8651911,0.374498,0.1200807,0.6355856,0.4644226,0.8333333
8641,latin,0.7538149,0.5649239,0.4545455,0.8345452,0.0,0.0485747,0.5,0.0,0.0672691,0.5711403,0.4772533,0.4459684,0.6666667
8642,rap,0.5717192,0.7229515,0.5454545,0.7863294,0.0,0.0381984,0.0014588,0.4527163,0.2720884,0.4883956,0.6584776,0.3627411,0.3333333
8643,rock,0.7456765,0.7099492,0.4545455,0.8507219,0.0,0.0332953,0.1458753,0.1156942,0.0959839,0.9737639,0.581039,0.4585353,0.1666667
8644,edm,0.5808749,0.902983,0.6363636,0.9275192,1.0,0.2440137,0.0618712,1e-06,0.186747,0.481332,0.58093,0.3937642,0.8333333
8645,latin,0.7141404,0.9299877,0.5454545,0.8867422,0.0,0.0768529,0.0762575,6.44e-05,0.3694779,0.5903128,0.435987,0.4956696,0.6666667
8646,edm,0.5839268,0.6049309,0.9090909,0.8435136,1.0,0.045268,0.0968813,0.0,0.2068273,0.2441978,0.5809346,0.3762947,0.8333333
8647,latin,0.8667345,0.6599405,0.1818182,0.8438489,1.0,0.2554162,0.278672,0.0,0.2078313,0.5216953,0.4268111,0.4295498,0.6666667
8648,rap,0.5574771,0.8149676,0.2727273,0.8813151,0.0,0.0428734,0.015493,0.0,0.1204819,0.3481332,0.6671177,0.5249664,0.3333333
8649,edm,0.6459817,0.9799965,0.3636364,0.8780043,1.0,0.1334094,0.0022233,0.668008,0.2670683,0.443996,0.5904419,0.3281661,0.8333333
8650,pop,0.4638861,0.8909809,0.8181818,0.8265197,1.0,0.1208666,0.0026761,8e-06,0.2821285,0.3884965,0.8627572,0.3900274,0.5
8651,latin,0.7833164,0.7749606,0.7272727,0.875846,0.0,0.0397948,0.1790744,0.0,0.0653614,0.8557013,0.5630596,0.49131,0.6666667
8652,pop,0.7110885,0.7129498,0.8181818,0.8578882,0.0,0.0677309,0.0402414,3e-06,0.2951807,0.3572149,0.5538792,0.3929857,0.5
8653,rock,0.5106816,0.9239867,0.3636364,0.8412925,1.0,0.0573546,0.0127767,0.0,0.1626506,0.9303734,0.6773423,0.4197408,0.1666667
8654,rock,0.4191251,0.8819793,1.0,0.8571967,0.0,0.0420753,6.04e-05,0.0003119,0.0808233,0.3592331,0.7176598,0.4798408,0.1666667
8655,rap,0.7711089,0.4479034,0.6363636,0.7754542,1.0,0.1174458,0.0310865,8.75e-05,0.560241,0.3763875,0.3503986,0.3794399,0.3333333
8656,pop,0.6459817,0.8999825,0.0,0.8953544,0.0,0.0429875,0.0066801,0.0145875,0.3714859,0.1513623,0.5810526,0.3863296,0.5
8657,edm,0.7700916,0.8849799,0.6363636,0.866228,0.0,0.1664766,0.0009266,0.9245473,0.0485944,0.2603431,0.5811934,0.4301201,0.8333333
8658,rap,0.8351984,0.702948,1.0,0.7959265,0.0,0.2736602,0.193159,0.0,0.0819277,0.5408678,0.4774259,0.388523,0.3333333
8659,rap,0.5859613,0.8669767,0.0,0.8431364,0.0,0.3477765,0.0051107,0.0789738,0.2399598,0.4268416,0.7043931,0.3876608,0.3333333
8660,rap,0.8006104,0.7129498,0.6363636,0.8632316,1.0,0.4572406,0.0854125,0.0,0.7198795,0.7689203,0.7947306,0.2817364,0.3333333
8661,rap,0.6846389,0.6929463,0.7272727,0.8292857,0.0,0.3021665,0.055332,0.0,0.0521084,0.6437941,0.6179649,0.4902454,0.3333333
8662,rock,0.5381485,0.8449729,0.0,0.8594598,0.0,0.0335234,0.0002002,0.1750503,0.2279116,0.5761857,0.4953099,0.4912069,0.1666667
8663,rock,0.4944049,0.4499037,0.4545455,0.7574964,1.0,0.0304447,0.167002,2e-06,0.5421687,0.554995,0.4560957,0.4871314,0.1666667
8664,latin,0.716175,0.7839622,0.6363636,0.8797645,0.0,0.1619156,0.0028471,0.0,0.4206827,0.6619576,0.4544022,0.3550885,0.6666667
8665,rap,0.4954222,0.7289526,0.1818182,0.8304801,1.0,0.309008,0.0541247,4e-06,0.4417671,0.2189707,0.413381,0.6736342,0.3333333
8666,rap,0.7670397,0.5049134,1.0,0.7827882,0.0,0.1710376,0.0454728,0.9215292,0.1104418,0.4591322,0.3816628,0.1645959,0.3333333
8667,pop,0.602238,0.976996,0.5454545,0.9022693,1.0,0.3557583,0.2072435,0.0001036,0.0705823,0.5005045,0.5728802,0.3333022,0.5
8668,pop,0.6012208,0.8409722,0.3636364,0.8821114,0.0,0.0346636,0.0119718,0.0,0.3965863,0.39556,0.495042,0.3012884,0.5
8669,latin,0.7802645,0.3788913,0.0,0.7564487,1.0,0.0438997,0.6720322,0.0001459,0.2178715,0.2542886,0.4719866,0.4409762,0.6666667
8670,rock,0.4669379,0.7269522,0.0,0.726505,1.0,0.0345496,0.0061771,0.0653924,0.3855422,0.962664,0.6775375,0.5608552,0.1666667
8671,edm,0.6134283,0.8989823,1.0,0.896004,0.0,0.0443558,0.0901408,0.0588531,0.2168675,0.1957619,0.5810935,0.4494424,0.8333333
8672,pop,0.6653103,0.8099667,0.3636364,0.8421097,0.0,0.0328392,0.0072334,0.0025252,0.1656627,0.667003,0.5204175,0.3820615,0.5
8673,pop,0.6307223,0.6819443,0.7272727,0.812187,1.0,0.4025086,0.0995976,0.0,0.1325301,0.7124117,0.6600894,0.4805239,0.5
8674,rap,0.8006104,0.3878929,0.5454545,0.7757056,0.0,0.1299886,0.331992,4.63e-05,0.0997992,0.4984864,0.6447161,0.3381075,0.3333333
8675,edm,0.584944,0.8899807,0.1818182,0.9068793,1.0,0.0474344,0.0342052,3e-06,0.0471888,0.2078708,0.5813386,0.5336097,0.8333333
8676,edm,0.5289929,0.7979646,0.5454545,0.8580768,0.0,0.0445838,0.1016097,0.0,0.0935743,0.1695257,0.4628516,0.3191394,0.8333333
8677,rap,0.5747711,0.8259695,0.6363636,0.8241938,1.0,0.0656784,0.0197183,0.1297787,0.0710843,0.9798184,0.6129025,0.2288278,0.3333333
8678,pop,0.8331638,0.1848574,0.5454545,0.554722,1.0,0.1254276,0.9134809,0.6156942,0.3885542,0.7114026,0.6948632,0.3218018,0.5
